X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT
-8617014.6905,4529391.2679,181,181,288,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,NOT AVAILABLE,MECHANICSVILLE,VA,23116,HANOVER,7900,9723,37.64496,-77.40796,BING MAPS,ADDRESS,51085,NOT AVAILABLE,HTTPS://WWW.OWENS-MINOR.COM/,108.8
-10615914.2214,3472916.7604,182,182,400,CALPINE,717 TEXAS AVENUE,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,2372,6716,29.7614,-95.36438,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.CALPINE.COM/,92
-10616317.198,3472370.4974,183,183,362,CENTERPOINT ENERGY,1111 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,7727,7528,29.75714,-95.368,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.CENTERPOINTENERGY.COM/EN-US/,432
-10616409.5932,3472435.8939,184,184,122,ENTERPRISE PRODUCTS PARTNERS,1100 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,6800,23022,29.75765,-95.36883,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.ENTERPRISEPRODUCTS.COM/,2513.1
-10616599.9495,3472566.6878,185,185,356,EOG RESOURCES,1111 BABGY STREET,LOBBY 2,HOUSTON,TX,77002,HARRIS,2650,7651,29.75867,-95.37054,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.EOGRESOURCES.COM/,-1096.7
-10616248.1799,3472465.3865,186,186,215,KINDER MORGAN,1001 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,11121,13058,29.75788,-95.36738,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.KINDERMORGAN.COM/,708
-13122037.6725,3977808.1147,187,187,302,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,NOT AVAILABLE,NEWPORT BEACH,CA,92660,ORANGE,3628,9169,33.619382,-117.87727,MANUAL,ON-ENTITY,06201,NOT AVAILABLE,HTTPS://WWW.PACIFICLIFE.COM/,824
-10616734.6461,3472389.7316,188,188,141,PLAINS GP HOLDINGS,333 CLAY STREET,SUITE 1600,HOUSTON,TX,77002,HARRIS,5100,20182,29.75729,-95.37175,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://IR.PAGP.COM/,94
-10616361.7258,3472543.6064,189,189,402,TARGA RESOURCES,1000 LOUISIANA STREET,SUITE 4300,HOUSTON,TX,77002,HARRIS,1970,6691,29.75849,-95.3684,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.TARGARESOURCES.COM/,-187.3
-10615861.9013,3472197.3908,190,190,201,WASTE MANAGEMENT,1001 FANNIN STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,41200,13609,29.75579,-95.36391,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.WM.COM/US,1182
-10619423.0118,3472902.6548,191,191,285,BAKER HUGHES,2929 ALLEN PARKWAY,NOT AVAILABLE,HOUSTON,TX,77019,HARRIS,33000,9841,29.76129,-95.3959,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.BAKERHUGHES.COM/,-2738
-10635901.636,3474973.7901,192,192,261,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,NOT AVAILABLE,HOUSTON,TX,77024,HARRIS,13500,10888,29.77744,-95.54393,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.GROUP1AUTO.COM/,147.1
-10613319.3641,3495377.2734,193,193,173,HALLIBURTON,3000 NORTH SAM HOUSTON PARKWAY EAST,NOT AVAILABLE,HOUSTON,TX,77032,HARRIS,50000,15887,29.9364,-95.34107,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.HALLIBURTON.COM/EN-US/DEFAULT.PAGE,-5763
-10637056.0191,3463869.2254,194,194,375,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,NOT AVAILABLE,HOUSTON,TX,77036,HARRIS,36384,7251,29.69082,-95.5543,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.NOV.COM/,-2412
-10637791.6183,3470289.9096,195,195,34,PHILLIPS 66,2331 CITYWEST BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77042,HARRIS,14800,72396,29.740913,-95.560908,MANUAL,ON-ENTITY,48201,NOT AVAILABLE,HTTP://WWW.PHILLIPS66.COM/,1555
-10626854.701,3470767.747,196,196,488,APACHE,2000 POST OAK BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77056,HARRIS,3727,5354,29.74464,-95.46266,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.APACHECORP.COM/,-1405
-10626697.7405,3469658.7607,197,197,355,QUANTA SERVICES,2800 POST OAK BOULEVARD,SUITE 2600,HOUSTON,TX,77056,HARRIS,28100,7651,29.73599,-95.46125,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.QUANTASERVICES.COM/,198.4
-10644374.1624,3472514.1136,198,198,57,SYSCO,1390 ENCLAVE PARKWAY,NOT AVAILABLE,HOUSTON,TX,77077,HARRIS,51900,50367,29.75826,-95.62004,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.SYSCO.COM/,949.6
-10644100.3165,3476274.3517,199,199,115,CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD STREET,NOT AVAILABLE,HOUSTON,TX,77079,HARRIS,13300,24360,29.78758,-95.61758,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.CONOCOPHILLIPS.COM/,-3615
-8097239.4977,5133610.7078,200,200,70,CIGNA,900 COTTAGE GROVE ROAD,NOT AVAILABLE,BLOOMFIELD,CT,06002,HARTFORD,41000,39668,41.81703,-72.73874,BING MAPS,ADDRESS,09003,NOT AVAILABLE,HTTPS://WWW.CIGNA.COM/,1867
-8104835.9398,5115104.1821,201,201,250,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,NOT AVAILABLE,NEW BRITAIN,CT,06053,HARTFORD,54023,11407,41.69301,-72.80698,BING MAPS,ADDRESS,09003,NOT AVAILABLE,HTTP://WWW.STANLEYBLACKANDDECKER.COM/,965.3
-8104417.8238,5117405.7768,202,202,50,UNITED TECHNOLOGIES,10 FARM SPRINGS ROAD,NOT AVAILABLE,FARMINGTON,CT,06032,HARTFORD,201600,57244,41.708447,-72.803224,MANUAL,ON-ENTITY,09003,NOT AVAILABLE,HTTP://WWW.UTC.COM/PAGES/HOME.ASPX,5055
-8091679.0892,5126948.2977,203,203,153,HARTFORD FINANCIAL SERVICES GROUP,1 HARTFORD PLAZA,NOT AVAILABLE,HARTFORD,CT,06155,HARTFORD,16900,18300,41.77241,-72.68879,BING MAPS,ADDRESS,09003,NOT AVAILABLE,HTTPS://WWW.THEHARTFORD.COM/BUSINESS-INSURANCE/FINANCIAL-SERVICES,896
-8092059.8018,5126254.2524,204,204,43,AETNA,151 FARMINGTON AVENUE,NOT AVAILABLE,HARTFORD,CT,06156,HARTFORD,49500,63155,41.76776,-72.69221,BING MAPS,ADDRESS,09003,NOT AVAILABLE,HTTPS://WWW.AETNA.COM/,2271
-10397594.4361,5605408.796,205,205,6,UNITEDHEALTH GROUP,9900 BREN ROAD EAST,NOT AVAILABLE,MINNETONKA,MN,55343,HENNEPIN,230000,184840,44.89756,-93.40318,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTP://WWW.UNITEDHEALTHGROUP.COM/,7017
-10398560.6893,5601864.2139,206,206,158,SUPERVALU,7075 FLYING CLOUD DRIVE,NOT AVAILABLE,EDEN PRAIRIE,MN,55344,HENNEPIN,38000,17529,44.875,-93.41186,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.SUPERVALU.COM/,178
-10403980.8353,5593404.3143,207,207,212,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,NOT AVAILABLE,EDEN PRAIRIE,MN,55347,HENNEPIN,14125,13144,44.82112,-93.46055,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.CHROBINSON.COM/EN-US/,513.4
-10382777.8118,5618334.1013,208,208,256,XCEL ENERGY,414 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55401,HENNEPIN,11476,11107,44.97975,-93.27008,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.XCELENERGY.COM/STATESELECTOR?STATESELECTED=TRUE&GOTO=%2F,1123.4
-10383199.7127,5617679.4495,209,209,125,U.S. BANCORP,800 NICOLLET MALL,SUITE 1500,MINNEAPOLIS,MN,55402,HENNEPIN,71191,22744,44.97559,-93.27387,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.USBANK.COM/INDEX.HTML,5888
-10383395.635,5617422.9523,210,210,38,TARGET,1000 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55403,HENNEPIN,323000,69495,44.97396,-93.27563,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.TARGET.COM/,2737
-10382288.0061,5617548.8396,211,211,316,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,NOT AVAILABLE,MINNEAPOLIS,MN,55415,HENNEPIN,3282,8777,44.97476,-93.26568,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.THRIVENT.COM/,587.8
-10386711.8427,5600123.8553,212,212,72,BEST BUY,7601 PENN AVENUE SOUTH,NOT AVAILABLE,RICHFIELD,MN,55423,HENNEPIN,125000,39403,44.86392,-93.30542,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.BESTBUY.COM/,1228
-10396749.5211,5617901.3334,213,213,165,GENERAL MILLS,1 GENERAL MILLS BOULEVARD,NOT AVAILABLE,MINNEAPOLIS,MN,55426,HENNEPIN,39000,16563,44.977,-93.39559,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.GENERALMILLS.COM/,1697.4
-10403348.5406,5623894.2614,214,214,377,MOSAIC,3033 CAMPUS DRIVE,SUITE E490,PLYMOUTH,MN,55441,HENNEPIN,8700,7163,45.01507,-93.45487,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTP://WWW.MOSAICCO.COM/,297.8
-8635861.0803,4531813.8893,215,215,460,MARKEL,4521 HIGHWOODS PARKWAY,NOT AVAILABLE,GLEN ALLEN,VA,23060,HENRICO,10900,5612,37.66219,-77.57726,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.MARKELCORP.COM/,455.7
-8643369.58,4523899.9177,216,216,171,PERFORMANCE FOOD GROUP,12500 WEST CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,HENRICO,13000,16105,37.60589,-77.64471,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.PFGC.COM/,68.3
-8629185.2505,4523106.04,217,217,148,ALTRIA GROUP,6601 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,8300,19337,37.60024,-77.51729,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.ALTRIA.COM/PAGES/DEFAULT.ASPX,14239
-8628929.2156,4523416.5584,218,218,329,GENWORTH FINANCIAL,6620 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,3400,8369,37.60245,-77.51499,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTPS://WWW.GENWORTH.COM/,-277
-9189388.3427,3253180.3738,219,219,195,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,NOT AVAILABLE,TAMPA,FL,33634,HILLSBOROUGH,7400,14237,28.03336,-82.54968,BING MAPS,ADDRESS,12057,NOT AVAILABLE,HTTPS://WWW.WELLCARE.COM/EN/DISTRICT-OF-COLUMBIA,242.1
-8267997.6967,4964864.3689,220,220,69,MERCK,2000 GALLOPING HILL ROAD,NOT AVAILABLE,KENILWORTH,NJ,07033,UNION,68000,39807,40.677334,-74.272687,MANUAL,ON-ENTITY,34019,NOT AVAILABLE,HTTP://WWW.MERCK.COM/INDEX.HTML,3920
-9000649.4857,4237672.0932,221,221,40,LOWE'S,1000 LOWE'S BOULEVARD,NOT AVAILABLE,MOORESVILLE,NC,28117,IREDELL,240000,65017,35.54119,-80.85421,BING MAPS,ADDRESS,37097,NOT AVAILABLE,HTTPS://WWW.LOWES.COM/,3093
-9395646.6613,5197990.8044,222,222,419,CMS ENERGY,1 ENERGY PLAZA,NOT AVAILABLE,JACKSON,MI,49201,JACKSON,7750,6399,42.2466,-84.40253,BING MAPS,ADDRESS,26075,NOT AVAILABLE,HTTPS://WWW.CMSENERGY.COM/HOME/DEFAULT.ASPX,551
-13678079.6422,5210307.3468,223,223,318,LITHIA MOTORS,150 NORTH BARTLETT STREET,NOT AVAILABLE,MEDFORD,OR,97501,JACKSON,11170,8678,42.32845,-122.87228,BING MAPS,ADDRESS,41029,NOT AVAILABLE,HTTPS://WWW.LITHIAMOTORS.COM/,197.1
-9663541.4686,3964271.3866,224,224,436,REGIONS FINANCIAL,1900 5TH AVENUE NORTH,NOT AVAILABLE,BIRMINGHAM,AL,35203,JEFFERSON,22166,5967,33.51806,-86.80907,BING MAPS,ADDRESS,01073,NOT AVAILABLE,HTTP://IR.REGIONS.COM/,1163
-9546635.9658,4615720.0452,225,225,53,HUMANA,500 WEST MAIN STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,51600,54379,38.25647,-85.75889,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.HUMANA.COM/,614
-9546591.438,4614320.9329,226,226,376,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,76650,7227,38.2466,-85.75849,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.KINDREDHEALTHCARE.COM/,-664.2
-9539512.6316,4607523.6955,227,227,422,YUM BRANDS,1441 GARDINER LANE,NOT AVAILABLE,LOUISVILLE,KY,40213,JEFFERSON,90000,6366,38.19863,-85.6949,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTP://WWW.YUM.COM/,1619
-10540949.4499,4722840.49,228,228,486,SEABOARD,9000 WEST 67TH STREET,NOT AVAILABLE,SHAWNEE MISSION,KS,66202,JOHNSON,11781,5379,39.00816,-94.69096,BING MAPS,ADDRESS,20091,NOT AVAILABLE,HTTPS://WWW.SEABOARDCORP.COM/,312
-9524107.1272,5197285.5516,229,229,252,STRYKER,2825 AIRVIEW BOULEVARD,NOT AVAILABLE,KALAMAZOO,MI,49002,KALAMAZOO,33000,11325,42.24191,-85.55651,BING MAPS,ADDRESS,26077,NOT AVAILABLE,HTTPS://WWW.STRYKER.COM/US/EN/INDEX.HTML,1647
-13618006.413,6040643.2959,230,230,341,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98104,KING,10400,7902,47.600473,-122.332633,MANUAL,ON-ENTITY,53033,NOT AVAILABLE,HTTPS://WWW.WEYERHAEUSER.COM/,1027
-13602908.9297,6042777.6765,231,231,317,EXPEDIA,333 108TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,20075,8774,47.6134,-122.19701,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDIA.COM/,281.8
-13603203.9263,6043297.8538,232,232,164,PACCAR,777 106TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,23000,17033,47.61655,-122.19966,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTP://WWW.PACCAR.COM/,521.7
-13586582.8131,6031950.241,233,233,16,COSTCO,999 LAKE DRIVE,NOT AVAILABLE,ISSAQUAH,WA,98027,KING,172000,118719,47.54779,-122.05035,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.COSTCO.COM/,2350
-13595427.1467,6047179.531,234,234,28,MICROSOFT,1 MICROSOFT WAY,NOT AVAILABLE,REDMOND,WA,98052,KING,114000,85320,47.64005,-122.1298,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.MICROSOFT.COM/EN-US/,16798
-13618371.2069,6042615.8499,235,235,188,NORDSTROM,1617 6TH AVENUE,NOT AVAILABLE,SEATTLE,WA,98101,KING,72500,14757,47.61242,-122.33591,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://SHOP.NORDSTROM.COM/,354
-13618224.2652,6041519.4723,236,236,429,EXPEDITORS INTERNATIONAL OF WASHINGTON,1015 3RD AVENUE,NOT AVAILABLE,SEATTLE,WA,98104,KING,16000,6098,47.60578,-122.33459,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDITORS.COM/,430.8
-13618465.8285,6044240.8583,237,237,12,AMAZON.COM,410 TERRY AVENUE NORTH,NOT AVAILABLE,SEATTLE,WA,98109,KING,341400,135987,47.62226,-122.33676,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.AMAZON.COM/,2371
-13618307.7548,6037562.773,238,238,131,STARBUCKS,2401 UTAH AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98134,KING,254000,21316,47.58181,-122.33534,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.STARBUCKS.COM/,2817.7
-13613667.9584,6012390.9608,239,239,438,ALASKA AIR GROUP,19300 INTERNATIONAL BOULEVARD,NOT AVAILABLE,SEATTLE,WA,98188,KING,19112,5931,47.42906,-122.29366,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.ALASKAAIR.COM/,814
-8235319.0809,4976357.8115,240,240,500,ABM INDUSTRIES,551 5TH AVENUE,SUITE 300,NEW YORK,NY,10176,KINGS,110000,5145,40.75559,-73.97913,BING MAPS,ADDRESS,36047,NOT AVAILABLE,HTTPS://WWW.ABM.COM/,57.2
-9557233.5813,5047745.6239,241,241,352,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,NOT AVAILABLE,WARSAW,IN,46580,KOSCIUSKO,18500,7684,41.23959,-85.85409,BING MAPS,ADDRESS,18085,NOT AVAILABLE,HTTPS://WWW.ZIMMERBIOMET.COM/,305.9
-10349553.3966,5415233.8742,242,242,295,HORMEL FOODS,1 HORMEL PLACE,NOT AVAILABLE,AUSTIN,MN,55912,LAKE,21100,9523,43.67467,-92.97162,BING MAPS,ADDRESS,27097,NOT AVAILABLE,HTTPS://WWW.HORMELFOODS.COM/,890.1
-9782824.7558,5184961.8642,243,243,281,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,48000,10163,42.1599,-87.88061,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.BAXTER.COM/,4965
-9783685.2555,5184218.5365,244,244,277,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,NOT AVAILABLE,RIVERWOODS,IL,60015,LAKE,15549,10497,42.15495,-87.88834,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.DISCOVER.COM/,2393
-9782385.0438,5185595.6158,245,245,487,ESSENDANT,1 PARKWAY NORTH BOULEVARD,SUITE 100,DEERFIELD,IL,60015,LAKE,6600,5369,42.16412,-87.87666,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.ESSENDANT.COM/,63.9
-9782684.4932,5185407.8888,246,246,109,MONDELEZ INTERNATIONAL,3 PARKWAY NORTH,SUITE 300,DEERFIELD,IL,60015,LAKE,90000,25923,42.16287,-87.87935,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.MONDELEZINTERNATIONAL.COM/,1659
-9781360.9045,5184256.0769,247,247,17,WALGREENS BOOTS ALLIANCE,108 WILMOT ROAD,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,300000,117351,42.1552,-87.86746,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.WALGREENSBOOTSALLIANCE.COM/,4173
-9784387.6815,5197487.0471,248,248,450,PACKAGING CORP. OF AMERICA,1955 WEST FIELD COURT,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,14000,5779,42.24325,-87.89465,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.PACKAGINGCORP.COM/,449.6
-9784947.6185,5198294.5754,249,249,322,TENNECO,500 NORTH FIELD DRIVE,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,31000,8599,42.24862,-87.89968,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.TENNECO.COM/,363
-9786264.5281,5196781.8318,250,250,282,W.W. GRAINGER,100 GRAINGER PARKWAY,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,25000,10137,42.23856,-87.91151,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.GRAINGER.COM/,605.9
-9789904.6754,5195240.7654,251,251,199,CDW,200 NORTH MILWAUKEE AVENUE,NOT AVAILABLE,VERNON HILLS,IL,60061,LAKE,8516,13982,42.22831,-87.94421,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.CDW.COM/,424.4
-9107016.3723,3050999.5126,252,252,296,HERTZ GLOBAL HOLDINGS,8501 WILLIAMS ROAD,NOT AVAILABLE,ESTERO,FL,33928,LEE,36000,9480,26.41844,-81.80972,BING MAPS,ADDRESS,12071,NOT AVAILABLE,HTTPS://IR.HERTZ.COM/,-491
-8401939.8684,4953742.442,253,253,365,PPL,2 NORTH 9TH STREET,NOT AVAILABLE,ALLENTOWN,PA,18101,LEHIGH,12689,7517,40.60152,-75.47591,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTPS://WWW.PPLWEB.COM/,1902
-8415471.8657,4946300.0602,254,254,294,AIR PRODUCTS & CHEMICALS,7201 HAMILTON BOULEVARD,NOT AVAILABLE,ALLENTOWN,PA,18195,LEHIGH,18450,9524,40.55074,-75.59747,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTP://WWW.AIRPRODUCTS.COM/,631.1
-10201732.2448,5165694.6637,255,255,492,ROCKWELL COLLINS,400 COLLINS ROAD NE,NOT AVAILABLE,CEDAR RAPIDS,IA,52498,LINN,19000,5259,42.03147,-91.64372,BING MAPS,ADDRESS,19113,NOT AVAILABLE,HTTPS://WWW.ROCKWELLCOLLINS.COM/,728
-13189709.9041,4028977.9285,256,256,135,ABBOTT LABORATORIES,100 ABBOTT PARK ROAD,NOT AVAILABLE,SANTA MONICA,CA,90401,LOS ANGELES,75000,20853,34.00131,-118.48518,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTP://WWW.ABBOTT.COM/,1400
-13202750.6485,4053692.6124,257,257,222,FARMERS INSURANCE EXCHANGE,6303 OWENSMOUTH AVENUE,NOT AVAILABLE,LOS ANGELES,CA,90010,LOS ANGELES,13309,12513,34.185167,-118.602327,MANUAL,ON-ENTITY,06037,NOT AVAILABLE,HTTPS://WWW.FARMERS.COM/,-147.9
-13185086.8057,4036776.7552,258,258,278,OCCIDENTAL PETROLEUM,10889 WILSHIRE BOULEVARD,NOT AVAILABLE,LOS ANGELES,CA,90024,LOS ANGELES,11000,10398,34.05937,-118.44365,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTP://WWW.OXY.COM/PAGES/DEFAULT.ASPX,-574
-13182101.3283,4036693.9839,259,259,161,AECOM,1999 AVENUE OF THE STARS,SUITE 2600,LOS ANGELES,CA,90067,LOS ANGELES,87000,17411,34.058754,-118.416831,MANUAL,ON-ENTITY,06037,NOT AVAILABLE,HTTPS://WWW.AECOM.COM/,96.1
-13163917.1781,4035724.6902,260,260,214,CBRE GROUP,400 SOUTH HOPE STREET,SUITE 25,LOS ANGELES,CA,90071,LOS ANGELES,75000,13072,34.05154,-118.25348,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.CBRE.US/,572
-13163683.4072,4035740.8131,261,261,320,RELIANCE STEEL & ALUMINUM,350 SOUTH GRAND AVENUE,SUITE 5100,LOS ANGELES,CA,90071,LOS ANGELES,14500,8613,34.05166,-118.25138,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.RSAC.COM/,304.3
-13180056.2779,4038773.6619,262,262,330,LIVE NATION ENTERTAINMENT,9348 CIVIC CENTER DRIVE,NOT AVAILABLE,BEVERLY HILLS,CA,90210,LOS ANGELES,11500,8355,34.07423,-118.39846,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTP://WWW.LIVENATIONENTERTAINMENT.COM/,2.9
-13179320.4561,4018105.2773,263,263,474,MATTEL,333 CONTINENTAL BOULEVARD,NOT AVAILABLE,EL SEGUNDO,CA,90245,LOS ANGELES,32000,5457,33.9203,-118.39185,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.MATTEL.COM/EN-US,318
-13186077.5492,4031458.3062,264,264,406,ACTIVISION BLIZZARD,3100 OCEAN PARK BOULEVARD,NOT AVAILABLE,SANTA MONICA,CA,90405,LOS ANGELES,9500,6608,34.01978,-118.45255,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.ACTIVISIONBLIZZARD.COM/,966
-13157993.868,3997504.9995,265,265,156,MOLINA HEALTHCARE,200 OCEANGATE,NOT AVAILABLE,LONG BEACH,CA,90802,LOS ANGELES,21000,17782,33.7666,-118.20027,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTP://WWW.MOLINAHEALTHCARE.COM/EN-US/PAGES/HOME.ASPX,52
-10775449.3006,3866747.331,266,266,259,JACOBS ENGINEERING GROUP,1999 BRYAN STREET,SUITE 1200,DALLAS,TX,75201,DALLAS COUNTY,49350,10964,32.784595,-96.797508,MANUAL,ON-ENTITY,48037,NOT AVAILABLE,HTTP://WWW.JACOBS.COM/,210.5
-13164257.8158,4049910.8941,267,267,430,AVERY DENNISON,207 GOODE AVENUE,NOT AVAILABLE,GLENDALE,CA,91203,LOS ANGELES,25000,6087,34.15706,-118.25654,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.AVERYDENNISON.COM/EN/HOME.HTML,320.7
-13171882.0877,4049885.3345,268,268,52,DISNEY,500 SOUTH BUENA VISTA STREET,NOT AVAILABLE,BURBANK,CA,91521,LOS ANGELES,195000,55632,34.15687,-118.32503,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.DISNEY.COM/,9391
-13144632.1895,4036047.1519,269,269,235,EDISON INTERNATIONAL,2244 WALNUT GROVE AVENUE,NOT AVAILABLE,ROSEMEAD,CA,91770,LOS ANGELES,12390,11869,34.05394,-118.08024,BING MAPS,ADDRESS,06037,NOT AVAILABLE,HTTPS://WWW.EDISON.COM/,1311
-9316754.5381,5096441.3649,270,270,447,DANA HOLDING,3939 TECHNOLOGY DRIVE,NOT AVAILABLE,MAUMEE,OH,43537,LUCAS,24900,5826,41.5677,-83.69383,BING MAPS,ADDRESS,39095,NOT AVAILABLE,HTTP://WWW.DANA.COM/,640
-9299011.3245,5108135.8224,271,271,458,OWENS CORNING,1 OWENS CORNING PARKWAY,NOT AVAILABLE,TOLEDO,OH,43659,LUCAS,16000,5677,41.64625,-83.53444,BING MAPS,ADDRESS,39095,NOT AVAILABLE,HTTPS://WWW.OWENSCORNING.COM/,393
